Column1.1,Column1.2,Column1.3,Column1.4,Column1.5,Column1.6,Column1.7,Column1.8,Column1.9,Column1.10,Column1.11,Column1.12,Column1.13,Column1.14,Column1.15,Column1.16,Column1.17,Column1.18,Column1.19,Column1.20,Column1.21,Column1.22,Column1.23,Column1.24,Column1.25,Column1.26,Column1.27,Column1.28,Column1.29,Column1.30,Column1.31,Column1.32,Column1.33,Column1.34,Column1.35,Column1.36,Column1.37,Column1.38,Column1.39,Column1.40,Column1.41,Column1.42,Column1.43,Column1.44,Column1.45,Column1.46,Column1.47,Column1.48
CHEMBL4089522,,None,396.42,0,1.77,4s,NC(=O)c1cccc(NC(=O)/C=C\C(=O)N2CCN(c3ccc(F)cc3)CC2)c1,IC50,'=',560.0,nM,6.25,,,UO_0000065,15.77,0.29,4.48,6.53,0,CHEMBL4022063,Inhibition of recombinant human full length His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020766,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,"0.56,,,,,,,,,,,,,,,"
CHEMBL3828579,,None,385.42,0,4.02,38,O=C(NCc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1)OCc1ccccc1,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL3830931,Inhibition of PARP-1 (unknown origin) using histone as substrate incubated for 1 hr by chemiluminescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3826913,1,Scientific Literature,Eur J Med Chem,2016,None,,,,"10000.0,,,,,,,,,,,,,,,"
CHEMBL3947374,,None,468.55,0,1.84,BDBM191142,CC(C)Oc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,IC50,'=',5630.0,nM,5.25,,342013,UO_0000065,11.20,0.21,3.41,4.62,0,CHEMBL3887524,"Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 μL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 μM, 20 nM of purified enzyme, and 250 μM of β-NAD+ in the 1× Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 μL of 5× quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 μL of the 5× quenching solution per well was added prior to the addition of β-NAD+.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL523686,,None,444.47,0,2.41,28,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ncccn2)CC1,IC50,'=',3.0,nM,8.52,,,UO_0000065,19.18,0.35,6.11,8.96,0,CHEMBL982809,Inhibition of PARP1 by flashplate scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140140,1,Scientific Literature,J Med Chem,2008,None,,,,"0.003,,,,,,,,,,,,,,,"
CHEMBL371425,,None,307.35,0,2.86,1,CCC(=O)Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,'=',20.0,nM,7.70,,,UO_0000065,25.05,0.46,4.84,10.29,1,CHEMBL862536,Inhibitory activity against PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138134,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,"20.0,,,,,,,,,,,,,,,"
CHEMBL4087082,,None,378.43,0,1.63,4p,NC(=O)c1cccc(NC(=O)/C=C\C(=O)N2CCN(c3ccccc3)CC2)c1,IC50,'=',363.08,nM,6.44,,,UO_0000065,17.02,0.31,4.81,6.73,0,CHEMBL4022063,Inhibition of recombinant human full length His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020766,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,"6.44,,,,,,,,,,,,,,,"
CHEMBL204348,,None,462.57,0,4.55,32,O=C(c1cc(Cc2nnc(O)c3ccccc23)ccc1F)N1CCCN(C2CCCCC2)CC1,IC50,'=',5.0,nM,8.30,,,UO_0000065,17.95,0.33,3.75,11.93,0,CHEMBL862536,Inhibitory activity against PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138134,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,"5.0,,,,,,,,,,,,,,,"
CHEMBL204866,,None,532.00,1,3.97,21,COc1cc(C(=O)N2CCCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)cc(Cl)n1,IC50,'=',9.0,nM,8.05,,,UO_0000065,15.12,0.29,4.08,7.40,0,CHEMBL862536,Inhibitory activity against PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138134,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,"9.0,,,,,,,,,,,,,,,"
CHEMBL550501,,None,313.36,0,0.81,36,CN(C)CCN(C)C(=O)c1cc2[nH]c(=O)c3ccccc3n2n1,IC50,'=',100.0,nM,7.00,,,UO_0000065,22.34,0.42,6.19,9.50,0,CHEMBL1056264,Inhibition of PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152388,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,"0.1,,,,,,,,,,,,,,,"
CHEMBL1092144,,None,360.48,0,2.15,12d,O=c1[nH]c2ccc(OC3CCN(CCO)CC3)cc2c2c1CSCC2,IC50,'=',29.0,nM,7.54,,,UO_0000065,20.91,0.41,5.39,11.50,0,CHEMBL1111552,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"0.029,,,,,,,,,,,,,,,"
CHEMBL1090020,,None,420.58,0,4.40,12i,O=c1[nH]c2ccc(OC3CCN(CCc4ccccc4)CC3)cc2c2c1CSCC2,IC50,'=',38.0,nM,7.42,,,UO_0000065,17.64,0.34,3.02,16.37,0,CHEMBL1111552,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"0.038,,,,,,,,,,,,,,,"
CHEMBL594999,,None,326.78,0,2.82,17,O=C1NCC2c3c(cccc31)CCN2C(=O)c1cccc(Cl)c1,IC50,'=',37.0,nM,7.43,,,UO_0000065,22.74,0.44,4.61,15.04,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"37.0,,,,,,,,,,,,,,,"
CHEMBL595928,,None,336.39,0,2.11,25,COc1ccc(CC(=O)N2CCc3cccc4c3C2CNC4=O)cc1,IC50,'=',6.0,nM,8.22,,,UO_0000065,24.44,0.45,6.11,14.02,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"6.0,,,,,,,,,,,,,,,"
CHEMBL1089020,,None,463.65,0,4.47,12j,CN(C)c1ccc(CCN2CCC(Oc3ccc4[nH]c(=O)c5c(c4c3)CCSC5)CC2)cc1,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL1111552,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"10.0,,,,,,,,,,,,,,,"
CHEMBL1091454,,None,386.56,0,4.35,12b,CCCCCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,IC50,'=',45.0,nM,7.35,,,UO_0000065,19.01,0.37,3.00,16.21,0,CHEMBL1111552,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"0.045,,,,,,,,,,,,,,,"
CHEMBL4476017,,None,372.50,1,5.35,7,C=CCSc1nnc(-c2cc3ccccc3n2CC=C)n1-c1ccccc1,IC50,'=',350.0,nM,6.46,,,UO_0000065,17.33,0.33,1.11,18.11,0,CHEMBL4363049,Inhibition of recombinant human full length N-terminal GST- tagged PARP1 expressed in baculovirus infected sf9 cells using Colorimetric HRP as substrate incubated for 30 mins by UV/Vis spectrophotometer analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359897,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,,"0.35,,,,,,,,,,,,,,,"
CHEMBL4859590,,None,460.46,0,1.95,24,CNC(=O)c1ccc(N2CCN(Cc3cc4[nH]c(=O)c(CC(F)F)cc4cn3)CC2)c(F)n1,IC50,'=',3.0,nM,8.52,,,UO_0000065,18.51,0.35,6.57,9.05,0,CHEMBL4818574,Inhibition of recombinant full length 6His-tagged PARP1 (unknown origin) incubated for 4 hrs by fluorescence anisotropy assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814061,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 4.0 hr,INHIBITOR,,"0.003,,,,,,,,,,,,,,,"
CHEMBL610165,,None,285.35,0,0.61,40,O=C1NCC2c3c(cccc31)CCN2C(=O)[C@@H]1CCCN1,IC50,'=',4.0,nM,8.40,,,UO_0000065,29.43,0.55,7.79,13.67,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"4.0,,,,,,,,,,,,,,,"
CHEMBL593133,,None,327.38,0,0.87,41,CC(=O)N1CCC[C@H]1C(=O)N1CCc2cccc3c2C1CNC3=O,IC50,'=',14.0,nM,7.85,,,UO_0000065,23.99,0.45,6.98,11.26,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"14.0,,,,,,,,,,,,,,,"
CHEMBL599802,,None,443.52,0,1.40,12,CNC(C)(C)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c(C)c3C)ccc2F)CC1,IC50,'=',3.7,nM,8.43,,,UO_0000065,19.01,0.36,7.03,8.57,0,CHEMBL1069057,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158507,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"3.7,,,,,,,,,,,,,,,"
CHEMBL594522,,None,412.49,0,3.68,29,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccc(OCc2ccccc2)cc1,IC50,'=',16.0,nM,7.80,,,UO_0000065,18.90,0.34,4.12,13.29,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"16.0,,,,,,,,,,,,,,,"
CHEMBL590327,,None,465.36,0,3.83,44,CN(C)C1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,'=',2.6,nM,8.59,,,UO_0000065,18.45,0.38,4.76,14.12,0,CHEMBL1069748,Inhibition of PARP1 by topcount microplate scintillation counter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158513,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"2.6,,,,,,,,,,,,,,,"
CHEMBL593144,,None,351.41,0,1.42,7,CN(C)CCNC(=O)c1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,IC50,'=',10.0,nM,8.00,,,UO_0000065,22.77,0.42,6.58,8.58,0,CHEMBL1065327,Inhibition of human PARP1 after 3 hrs using [3H]NAD+ by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153247,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"10.0,,,,,,,,,,,,,,,"
CHEMBL443077,,None,264.29,0,1.98,50,NC(=O)c1cccc2ncc(-c3ccc(N)cc3)nc12,IC50,'=',87.0,nM,7.06,,,UO_0000065,26.71,0.48,5.08,7.44,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,,,"87.0,,,,,,,,,,,,,,,"
CHEMBL3237590,,None,574.51,1,2.96,5a,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(/[N+]([O-])=N/Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,IC50,'=',123.0,nM,6.91,,,UO_0000065,12.03,0.22,3.95,3.40,0,CHEMBL3241059,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly ADP-ribose onto histone proteins measured without activation by GSH by colorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3232734,1,Scientific Literature,J Med Chem,2014,None,,,,"123.0,,,,,,,,,,,,,,,"
CHEMBL3291322,,None,368.44,0,1.47,17l,Cn1c(C(=O)NCCCN2CCOCC2)cc2[nH]c(=O)c3ccccc3c21,IC50,'=',100.0,nM,7.00,,,UO_0000065,19.00,0.35,5.53,8.82,0,CHEMBL3295803,Inhibition of human recombinant PARP-1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286212,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,"0.1,,,,,,,,,,,,,,,"
CHEMBL3291334,,None,384.51,0,2.03,33f,Cc1c(C(=O)NCCN2CCN(C)CC2)sc2c1[nH]c(=O)c1ccccc12,IC50,'=',284.0,nM,6.55,,,UO_0000065,17.03,0.33,4.52,9.57,0,CHEMBL3295803,Inhibition of human recombinant PARP-1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286212,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,"0.284,,,,,,,,,,,,,,,"
CHEMBL4761383,,None,724.70,2,1.87,12,NC(=O)c1cccc2cc(C(=O)N3CCN(c4nc(-c5cnc(NC(=O)CN6CCOCC6)cc5C(F)(F)F)nc(N5CCOCC5)n4)CC3)oc12,IC50,'=',13.8,nM,7.86,,,UO_0000065,10.85,0.21,5.99,4.24,0,CHEMBL4735459,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4732120,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR,,"13.8,,,,,,,,,,,,,,,"
CHEMBL3092544,,None,335.41,0,3.12,6a,CC[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1,IC50,'=',140.0,nM,6.85,,,UO_0000065,20.43,0.37,3.73,9.16,0,CHEMBL3096298,Inhibition of catalytic domain of ATRD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3091384,1,Scientific Literature,J Med Chem,2013,None,,,,"0.14,,,,,,,,,,,,,,,"
CHEMBL250211,,None,385.51,0,4.74,(cis)-11a,O=c1[nH]c([C@H]2CC[C@@H](N3CC=C(c4ccccc4)CC3)CC2)nc2ccccc12,IC50,'=',1600.0,nM,5.80,,,UO_0000065,15.03,0.27,1.06,11.83,0,CHEMBL941003,Inhibition of human PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139823,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,,,"1600.0,,,,,,,,,,,,,,,"
CHEMBL371425,,None,307.35,0,2.86,8,CCC(=O)Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,'=',20.0,nM,7.70,,,UO_0000065,25.05,0.46,4.84,10.29,0,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"20.0,,,,,,,,,,,,,,,"
CHEMBL82940,,None,444.60,0,2.19,23b,O=S(=O)(CCN1CCC(N2CCCC2)CC1)N1CCc2nc(O)c3ccccc3c2C1,IC50,'=',357.0,nM,6.45,,,UO_0000065,14.50,0.28,4.26,8.38,0,CHEMBL761609,Inhibition of human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136129,1,Scientific Literature,Bioorg Med Chem Lett,2003,None,,,,"357.0,,,,,,,,,,,,,,,"
CHEMBL493045,,None,366.40,0,1.70,24,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCNCC1,IC50,'=',5.0,nM,8.30,,,UO_0000065,22.66,0.42,6.60,10.63,0,CHEMBL982809,Inhibition of PARP1 by flashplate scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140140,1,Scientific Literature,J Med Chem,2008,None,,,,"0.005,,,,,,,,,,,,,,,"
CHEMBL479541,,None,393.37,0,1.83,20,NC(=O)c1cc(F)cc(F)c1OCc1ccc(F)c(C(=O)N2CCNCC2)c1,IC50,'=',1500.0,nM,5.82,,,UO_0000065,14.81,0.28,3.99,6.88,0,CHEMBL983041,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155090,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,"1.5,,,,,,,,,,,,,,,"
CHEMBL471102,,None,393.37,0,1.83,18,NC(=O)c1cc(F)c(F)cc1OCc1ccc(F)c(C(=O)N2CCNCC2)c1,IC50,'=',240.0,nM,6.62,,,UO_0000065,16.83,0.32,4.79,7.82,0,CHEMBL983041,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155090,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,"0.24,,,,,,,,,,,,,,,"
CHEMBL453989,,None,200.24,0,1.90,17j,CCc1cnc2c(C(N)=O)cccc2c1,IC50,'=',3700.0,nM,5.43,,,UO_0000065,27.13,0.49,3.53,9.70,0,CHEMBL1028889,Inhibition of human recombinant PARP1 by Trevigen colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143312,1,Scientific Literature,J Med Chem,2009,None,,,,"3.7,,,,,,,,,,,,,,,"
CHEMBL508796,,None,203.25,0,1.06,21,Cc1nn(C)c2[nH]c(=O)c3c(c12)CCC3,IC50,'=',29.8,nM,7.53,,,UO_0000065,37.03,0.69,6.47,14.85,0,CHEMBL952237,Inhibition of PARP1 in human HeLa cells by fluid scintillation counting using [adenylated-32P]NAD as substrate,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141680,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376,,,,"29.8,,,,,,,,,,,,,,,"
CHEMBL4874038,,None,636.74,1,4.18,23k,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3ccc4cn[nH]c4c3)nc12,IC50,'=',91.47,nM,7.04,,,UO_0000065,11.05,0.21,2.86,4.80,0,CHEMBL4817098,Inhibition of PARP1 (unknown origin) using biotin-NAD+ as substrate incubated for 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4813994,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,,"91.47,,,,,,,,,,,,,,,"
CHEMBL3649713,,None,244.29,0,1.92,BDBM130090,COc1ccc2[nH]c(=O)c3c(c2c1)N(C)CCC3,IC50,'>',4000.0,nM,,,261861,UO_0000065,,,,,0,CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol.,27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4167980,,None,419.50,0,4.45,16a,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCCCC2)C1,IC50,'=',141.4,nM,6.85,,,UO_0000065,16.33,0.30,2.40,10.37,0,CHEMBL4145211,Binding affinity to PARP1 in human OVCAR8 cells assessed as reduction in [125I]-KX1 binding by gamma counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138313,1,Scientific Literature,J Med Chem,2018,None,,,,"141.4,,,,,,,,,,,,,,,"
CHEMBL4168908,,None,506.58,1,4.27,13b,CC(C)(C)OC(=O)N1CCC2(CC1)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,'=',2969.0,nM,5.53,,,UO_0000065,10.91,0.20,1.26,5.78,0,CHEMBL4145211,Binding affinity to PARP1 in human OVCAR8 cells assessed as reduction in [125I]-KX1 binding by gamma counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138313,1,Scientific Literature,J Med Chem,2018,None,,,,"2969.0,,,,,,,,,,,,,,,"
CHEMBL332444,,None,136.15,0,0.37,7,NC(=O)c1ccc(N)cc1,IC50,'=',1800000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL763795,The compound was tested for poly(ADP-ribose)-polymerase (PARP) inhibition,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134673,1,Scientific Literature,J Med Chem,2001,None,,,,"1800.0,,,,,,,,,,,,,,,"
CHEMBL4535636,,None,414.94,0,2.65,40d,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cccc(Cl)c23)nc2c1CCCC2,IC50,'>',20000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4388124,Inhibition of recombinant human PARP1 expressed in Escherichia coli assessed as reduction in auto-PARylation using histone as substrate measured after 45 mins in presence of biotinylated-NAD+ by ELISA,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387706,1,Scientific Literature,J Med Chem,2019,None,,,,"20000.0,,,,,,,,,,,,,,,"
